Best romantic vacation ever!!!!	Translation	Positive	Negative	EmotionRationale
zzzzzz!!! We look forward to returning.....	z!<br> We look forward to returning.	2	-1	 zzzzzz/z[0][+0.6 MultipleLetters][+0.6 EmphasisInPunctuation] [[Sentence=-1,2=word max, 1-5]] We[0] look[0] forward[0] to[0] returning[0] [[Sentence=-1,1=word max, 1-5]][[[2,-1 max of sentences]]]
Repeat Visitor	Repeat Visitor	1	-1	 Repeat[0] Visitor[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Concert Weekend	Concert Weekend	1	-1	 Concert[0] Weekend[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Proving very reliable	Proving very reliable	1	-1	 Proving[0] very[0] reliable[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Can wait to come back!	Can wait to come back!	1	-1	 Can[0] wait[0] to[0] come[0] back[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
From the Arabian desert to shell Wyoming	From the Arabian desert to shell Wyoming	1	-1	 From[0] the[0] Arabian[0] desert[0] to[0] shell[0] Wyoming[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Exceptional In EVERY Way!!!	Exceptional In EVERY Way!	2	-1	 Exceptional[0] In[0] EVERY[0] Way[0][+0.6 EmphasisInPunctuation] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Nice room and great staff	Nice room and great staff	3	-1	 Nice[1] room[0] and[0] great[2] staff[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Mixed Bag at Comfort Suites, Redmond	Mixed Bag at Comfort Suites, Redmond	2	-1	 Mixed[0] Bag[0] at[0] Comfort[1] Suites[0] Redmond[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
great stay!	great stay!	3	-1	 great[2] stay[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
LOVE this place!!!	LOVE this place!	3	-1	 LOVE[2] this[0] place[0][+0.6 EmphasisInPunctuation] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Great deal and just what we needed.	Great deal and just what we needed.	3	-1	 Great[2] deal[0] and[0] just[0] what[0] we[0] needed[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Great value	Great value	3	-1	 Great[2] value[1] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Dog Friendly Haven	Dog Friendly Haven	2	-1	 Dog[0] Friendly[1] Haven[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Excellent Value and Immaculately Clean	Excellent Value and Immaculately Clean	4	-1	 Excellent[3] Value[1] and[0] Immaculately[1] Clean[0] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
On highway 2	On highway 2	1	-1	 On[0] highway[0] 2[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Most uncomfortable beds ever	Most uncomfortable beds ever	1	-3	 Most[0] uncomfortable[-2] beds[0] ever[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
Great little Ma Pa motel	Great little Ma Pa motel	3	-1	 Great[2] little[0] Ma[0] Pa[0] motel[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Dated but clean and very friendly hosts	Dated but clean and very friendly hosts	3	-1	 Dated[0] but[0] clean[0] and[0] very[0] friendly[1][1 LastWordBoosterStrength] hosts[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Fantastic location in such a quaint town.	Fantastic location in such a quaint town.	3	-1	 Fantastic[2] location[0] in[0] such[0] a[0] quaint[0] town[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Wonderful!	Wonderful!	3	-1	 Wonderful[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
except for the pub downstairs...	except for the pub downstairs.	1	-1	 except[0] for[0] the[0] pub[0] downstairs[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Fabulous trip and hotel!	Fabulous trip and hotel!	3	-1	 Fabulous[2] trip[0] and[0] hotel[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Roof top pool, great views, amenities	Roof top pool, great views, amenities	3	-1	 Roof[0] top[0] pool[0] great[2] views[0] amenities[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Contemporary urban delight	Contemporary urban delight	3	-1	 Contemporary[0] urban[0] delight[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Best Hotel in the Northwest	Best Hotel in the Northwest	2	-1	 Best[1] Hotel[0] in[0] the[0] Northwest[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
I was skeptical!!	I was skeptical!	1	-3	 I[0] was[0] skeptical[-1][-0.6 EmphasisInPunctuation] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
The BEST	The BEST	2	-1	 The[0] BEST[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
One of the best boutique hotels	One of the best boutique hotels	2	-1	 One[0] of[0] the[0] best[1] boutique[0] hotels[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Old School Motel	Old School Motel	1	-1	 Old[0] School[0] Motel[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Great place.	Great place.	3	-1	 Great[2] place[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Just OK	Just OK	1	-1	 Just[0] OK[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Hidden gem	Hidden gem	1	-1	 Hidden[0] gem[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
HOJO near Univ of DE	HOJO near Univ of DE	1	-1	 HOJO[0] near[0] Univ[0] of[0] DE[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Horrible experience	Horrible experience	1	-4	 Horrible[-3] experience[0] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
Great	Great	3	-1	 Great[2] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Excellent!	Excellent!	4	-1	 Excellent[3] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
Horrible	Horrible	1	-4	 Horrible[-3] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
College visit	College visit	1	-1	 College[0] visit[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Good value	Good value	2	-1	 Good[1] value[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Large room, reasonable price	Large room, reasonable price	1	-1	 Large[0] room[0] reasonable[0] price[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
nice hotel, convenient location, close to amenitie	nice hotel, convenient location, close to amenitie	2	-1	 nice[1] hotel[0] convenient[0] location[0] close[0] to[0] amenitie[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Never again.	Never again.	1	-1	 Never[0] again[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
No ELEVATOR	No ELEVATOR	1	-1	 No[0] ELEVATOR[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Newark DE Howard Johnson	Newark DE Howard Johnson	1	-1	 Newark[0] DE[0] Howard[0] Johnson[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Nice, cheaply priced hotel	Nice, cheaply priced hotel	2	-2	 Nice[1] cheaply[-1] priced[0] hotel[0] [[Sentence=-2,2=word max, 1-5]][[[2,-2 max of sentences]]]
good deal	good deal	2	-1	 good[1] deal[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Howard Johnsons in Newark DE	Howard Johnsons in Newark DE	1	-1	 Howard[0] Johnsons[0] in[0] Newark[0] DE[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Clean, but not restful.	Clean, but not restful.	1	-1	 Clean[0] but[0] not[0] restful[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
HOJO	HOJO	1	-1	 HOJO[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Cold and the mattress was awful.	Cold and the mattress was awful.	1	-4	 Cold[-1] and[0] the[0] mattress[0] was[0] awful[-3] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
Absolutly Dirty	Absolutly Dirty	1	-2	 Absolutly[0] Dirty[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
i cant believe i even had to pay	i cant believe i even had to pay	1	-1	 i[0] cant[0] believe[0] i[0] even[0] had[0] to[0] pay[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Nice to have a pool on a raod trip	Nice to have a pool on a raod trip	2	-1	 Nice[1] to[0] have[0] a[0] pool[0] on[0] a[0] raod[0] trip[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
great stay	great stay	3	-1	 great[2] stay[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Convenient and clean	Convenient and clean	1	-1	 Convenient[0] and[0] clean[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
DONT EVER STAY HERE!!!	DONT EVER STAY HERE!	2	-1	 DONT[0] EVER[0] STAY[0] HERE[0][+0.6 EmphasisInPunctuation] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Great place to stay	Great place to stay	3	-1	 Great[2] place[0] to[0] stay[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Visiting relation	Visiting relation	1	-1	 Visiting[0] relation[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
not so great this time	not so great this time	1	-3	 not[0] so[0] great[2][NegatedDueToPreviousWord] this[0] time[0] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
would not recommend	would not recommend	1	-1	 would[0] not[0] recommend[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Very convenient.	Very convenient.	1	-1	 Very[0] convenient[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
disgusting room would not recommend at all	disgusting room would not recommend at all	1	-4	 disgusting[-3] room[0] would[0] not[0] recommend[0] at[0] all[0] [[Sentence=-4,1=word max, 1-5]][[[1,-4 max of sentences]]]
Howard Johnson's Newark	Howard Johnson's Newark	1	-1	 Howard[0] Johnson's[0] Newark[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Excellent stay	Excellent stay	4	-1	 Excellent[3] stay[0] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
Nice views	Nice views	2	-1	 Nice[1] views[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Very nice hotel	Very nice hotel	3	-1	 Very[0] nice[1][1 LastWordBoosterStrength] hotel[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Hotel ok for the Budgeted Traveler.	Hotel ok for the Budgeted Traveler.	1	-1	 Hotel[0] ok[0] for[0] the[0] Budgeted[0] Traveler[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Hampton Inn, Horse Cave near Mammoth Cave	Hampton In, Horse Cave near Mammoth Cave	1	-1	 Hampton[0] Inn/In[0] Horse[0] Cave[0] near[0] Mammoth[0] Cave[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
It's a Hampton, and about what you'd expect	It's a Hampton, and about what you'd expect	1	-1	 It's[0] a[0] Hampton[0] and[0] about[0] what[0] you'd[0] expect[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Good Value at Hilton Hotels	Good Value at Hilton Hotels	2	-1	 Good[1] Value[1] at[0] Hilton[0] Hotels[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Not your typical Hampton	Not your typical Hampton	1	-1	 Not[0] your[0] typical[0] Hampton[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Disappointed with Stay	Disappointed with Stay	1	-2	 Disappointed[-1] with[0] Stay[0] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Meeting all the expectations a Hampton sets	Meeting all the expectations a Hampton sets	1	-1	 Meeting[0] all[0] the[0] expectations[0] a[0] Hampton[0] sets[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Hampton Inn consistency	Hampton In consistency	1	-1	 Hampton[0] Inn/In[0] consistency[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Price was the only thing good	Price was the only thing good	2	-1	 Price[0] was[0] the[0] only[0] thing[0] good[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Bad bad	Bad bad	1	-2	 Bad[-1] bad[-1] [[Sentence=-2,1=word max, 1-5]][[[1,-2 max of sentences]]]
Stay Away!	Stay Away!	1	-1	 Stay[0] Away[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Nice, clean quiet. Nice owners too!	Nice, clean quiet.<br> Nice owners too!	2	-1	 Nice[1] clean[0] quiet[0] [[Sentence=-1,2=word max, 1-5]] Nice[1] owners[0] too[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Property is for Sale	Property is for Sale	1	-1	 Property[0] is[0] for[0] Sale[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Nice Room and Close to lot of things	Nice Room and Close to lot of things	2	-1	 Nice[1] Room[0] and[0] Close[0] to[0] lot[0] of[0] things[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Not worth the price	Not worth the price	1	-1	 Not[0] worth[0] the[0] price[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Comfortable and quite	Comfortable and quite	2	-1	 Comfortable[1] and[0] quite[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Bare minimum.	Bare minimum.	1	-1	 Bare[0] minimum[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Pretty Cool Place	Pretty Cool Place	3	-1	 Pretty[2] Cool[1] Place[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
There's a saying...	There's a saying.	1	-1	 There's[0] a[0] saying[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Great for the money!	Great for the money!	3	-1	 Great[2] for[0] the[0] money[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Great for place to catch ZZZZ's	Great for place to catch Z's	3	-1	 Great[2] for[0] place[0] to[0] catch[0] ZZZZ's/Z's[0][+0.6 MultipleLetters] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Wonderful family owned motel	Wonderful family owned motel	3	-1	 Wonderful[2] family[0] owned[0] motel[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
We will stay here when we are in Billings - and they accept dogs too	We will stay here when we are in Billings - and they accept dogs too	1	-1	 We[0] will[0] stay[0] here[0] when[0] we[0] are[0] in[0] Billings[0] and[0] they[0] accept[0] dogs[0] too[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Tyler Stay	Tyler Stay	1	-1	 Tyler[0] Stay[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Everything you expect from a Hilton	Everything you expect from a Hilton	1	-1	 Everything[0] you[0] expect[0] from[0] a[0] Hilton[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Great stay on business	Great stay on business	3	-1	 Great[2] stay[0] on[0] business[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Great stay	Great stay	3	-1	 Great[2] stay[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Clean establishment with great staff.	Clean establishment with great staff.	3	-1	 Clean[0] establishment[0] with[0] great[2] staff[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Above and Beyond	Above and Beyond	1	-1	 Above[0] and[0] Beyond[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
great customer service	great customer service	3	-1	 great[2] customer[0] service[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Magnificent stay *****	Magnificent stay *	4	-1	 Magnificent[3] stay[0] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
Angels	Angels	1	-1	 Angels[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Great value for a quick over night stay	Great value for a quick over night stay	3	-1	 Great[2] value[1] for[0] a[0] quick[0] over[0] night[0] stay[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Excellent Value/Fantastic Staff!	Excellent Value/Fantastic Staff!	4	-1	 Excellent[3] Value/Fantastic[0] Staff[0] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
RDU overnight	RDU overnight	1	-1	 RDU[0] overnight[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Super duper stay	Super duper stay	3	-1	 Super[2] duper[0] stay[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Not really impress	Not really impress	1	-3	 Not[0] really[0] impress[1][1 LastWordBoosterStrength][NegatedDueToPreviousWord] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
Country Feeling	Country Feeling	1	-1	 Country[0] Feeling[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Decent Place to stay but it's too noisy near the highway.	Decent Place to stay but it's too noisy near the highway.	1	-1	 Decent[0] Place[0] to[0] stay[0] but[0] it's[0] too[0] noisy[0] near[0] the[0] highway[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Really good hospitality	Really good hospitality	3	-1	 Really[0] good[1][1 LastWordBoosterStrength] hospitality[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
It was OK, we were too exhausted to really care.	It was OK, we were too exhausted to really care.	3	-2	 It[0] was[0] OK[0] we[0] were[0] too[0] exhausted[-1] to[0] really[0] care[1][1 LastWordBoosterStrength] [[Sentence=-2,3=word max, 1-5]][[[3,-2 max of sentences]]]
Get your moneys worth	Get your moneys worth	1	-1	 Get[0] your[0] moneys[0] worth[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
My first ever motel in USA	My first ever motel in USA	1	-1	 My[0] first[0] ever[0] motel[0] in[0] USA[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
A wonderful budget motel near the beach	A wonderful budget motel near the beach	3	-1	 A[0] wonderful[2] budget[0] motel[0] near[0] the[0] beach[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Good place to stay	Good place to stay	2	-1	 Good[1] place[0] to[0] stay[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
I have stayed here several times	I have stayed here several times	1	-1	 I[0] have[0] stayed[0] here[0] several[0] times[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
review of LQ/McAllen	review of LQ/McAllen	1	-1	 review[0] of[0] LQ/McAllen[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Close to Mall but old and noisy	Close to Mall but old and noisy	1	-1	 Close[0] to[0] Mall[0] but[0] old[0] and[0] noisy[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
essentials missing	essentials missing	1	-1	 essentials[0] missing[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Good location hotel	Good location hotel	2	-1	 Good[1] location[0] hotel[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Super after stay service	Super after stay service	3	-1	 Super[2] after[0] stay[0] service[0] [[Sentence=-1,3=word max, 1-5]][[[3,-1 max of sentences]]]
Clean and comfortable	Clean and comfortable	2	-1	 Clean[0] and[0] comfortable[1] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Skate competitio	Skate competitio	1	-1	 Skate[0] competitio[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Top Rated	Top Rated	1	-1	 Top[0] Rated[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
The Price is Right, But...	The Price is Right, But.	1	-1	 The[0] Price[0] is[0] Right[0] But[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Uncomfortable	Uncomfortable	1	-3	 Uncomfortable[-2] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
Nice place, nice area	Nice place, nice area	2	-1	 Nice[1] place[0] nice[1] area[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
We loved staying at the Days Inn in Reading/Wyomissing!	We loved staying at the Days In in Reading/Wyomissing!	4	-1	 We[0] loved[3] staying[0] at[0] the[0] Days[0] Inn/In[0] in[0] Reading/Wyomissing[0] [[Sentence=-1,4=word max, 1-5]][[[4,-1 max of sentences]]]
good for travelers	good for travelers	2	-1	 good[1] for[0] travelers[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
locks	locks	1	-1	 locks[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
No non-smoking rooms available at check-in	No non-smoking rooms available at check-in	1	-1	 No[0] non[0] smoking[0] rooms[0] available[0] at[0] check[0] in[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Very Disappointed	Very Disappointed	1	-3	 Very[0] Disappointed[-1][-1 LastWordBoosterStrength] [[Sentence=-3,1=word max, 1-5]][[[1,-3 max of sentences]]]
Interesting Kind of Place	Interesting Kind of Place	2	-1	 Interesting[1] Kind[1] of[0] Place[0] [[Sentence=-1,2=word max, 1-5]][[[2,-1 max of sentences]]]
Clean and quirky	Clean and quirky	1	-1	 Clean[0] and[0] quirky[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
Family with pets	Family with pets	1	-1	 Family[0] with[0] pets[0] [[Sentence=-1,1=word max, 1-5]][[[1,-1 max of sentences]]]
